Interaction_ID,Record_Version,Customer_ID,Product_ID,Event_Time,Available_At,Updated_At,Interaction_Type,Summary_Text,Next_Action,Record_Status,Source_System,Sales_Rep_ID
INT-0003344,1,C_870695,,2020-11-23,2020-11-25,2020-11-25,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1395.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003345,1,C_870695,P_047402,2022-02-12,2022-02-12,2022-02-12,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1397.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003346,1,C_870695,P_RARE_Product_Family_04,2020-09-08,2020-09-09,2020-09-09,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1400.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003347,1,C_870695,P_RARE_Product_Family_04,2020-10-09,2020-10-11,2020-10-11,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 1403.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003348,1,C_870695,P_RARE_Product_Family_05,2020-11-26,2020-11-28,2020-11-28,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 1405.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003349,1,C_871835,,2021-06-01,2021-06-01,2021-06-01,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1401.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003350,1,C_871835,P_494409,2021-07-21,2021-07-23,2021-07-23,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1404.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003351,1,C_871835,P_494409,2021-11-26,2021-11-27,2021-11-27,پیگیری سفارش,زمان,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003352,1,C_871835,,2021-08-31,2021-08-31,2021-08-31,پیگیری سفارش,زمان,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003353,1,C_871835,P_379523,2021-01-30,2021-02-01,2021-02-01,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1413.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003353,2,C_871835,P_379523,2021-01-30,2021-02-01,2021-02-04,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1413. اطلاعات تکمیلی ثبت شد.,جلسه قیمت,اصلاح,CRM_ACTIVITIES,REP-002
INT-0003354,1,C_871835,,2021-08-25,2021-08-25,2021-08-25,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 1415.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003355,1,C_871835,,2021-08-22,2021-08-24,2021-08-24,وصول مطالبات,مشتری برنامه تسویه مرحله,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003356,1,C_871835,P_505314,2020-09-10,2020-09-11,2020-09-11,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1420.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003357,1,C_871835,P_118397,2020-07-11,2020-07-11,2020-07-11,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1422.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003358,1,C_872928,P_936652,2022-01-17,2022-01-17,2022-01-17,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1414.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003358,2,C_872928,P_936652,2022-01-17,2022-01-17,2022-01-22,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1414. اطلاعات تکمیلی ثبت شد.,بدون اقدام,اصلاح,CRM_ACTIVITIES,REP-006
INT-0003359,1,C_872928,P_936652,2022-03-02,2022-03-04,2022-03-04,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1417.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003360,1,C_872928,P_655926,2020-11-06,2020-11-08,2020-11-08,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1419.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003361,1,C_872928,,2020-12-07,2020-12-07,2020-12-07,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1421.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003362,1,C_872928,P_655926,2020-11-19,2020-11-19,2020-11-19,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1423.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003363,1,C_873415,P_077463,2021-10-24,2021-10-25,2021-10-25,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1420.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003364,1,C_873415,P_077463,2021-10-29,2021-10-29,2021-10-29,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1422.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003365,1,C_873415,P_077463,2021-09-15,2021-09-16,2021-09-16,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1424.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003366,1,C_873415,,2021-11-11,2021-11-12,2021-11-12,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1425. اطلاعات تکمیلی در نسخه دوم ثبت شد.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003367,1,C_873415,P_077463,2021-09-28,2021-09-30,2021-09-30,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1427.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0003368,1,C_876791,P_040280,2021-05-09,2021-05-10,2021-05-10,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1425.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003369,1,C_876791,P_040280,2021-06-09,2021-06-11,2021-06-11,پیگیری سفارش,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003370,1,C_876791,P_275578,2021-06-10,2021-06-10,2021-06-10,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1429.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003371,1,C_876791,,2021-05-10,2021-05-12,2021-05-12,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1431.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003372,1,C_876791,P_275578,2021-05-28,2021-05-30,2021-05-30,وصول مطالبات,مشتری برنامه تسویه مرحله,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003373,1,C_877858,P_572494,2021-02-16,2021-02-17,2021-02-17,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1430.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003374,1,C_877858,P_RARE_Product_Family_04,2021-11-18,2021-11-20,2021-11-20,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1432.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003375,1,C_877858,P_RARE_Product_Family_04,2020-11-21,2020-11-22,2020-11-22,پیگیری سفارش,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003376,1,C_877858,P_615273,2020-07-24,2020-07-25,2020-07-25,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1439.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003376,2,C_877858,P_615273,2020-07-24,2020-07-25,2020-08-01,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1439. اطلاعات تکمیلی ثبت شد.,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-005
INT-0003377,1,C_877858,P_372127,2021-11-14,2021-11-14,2021-11-14,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1442.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003378,1,C_877858,P_150094,2021-09-13,2021-09-15,2021-09-15,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1446.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003379,1,C_877858,P_661344,2021-04-21,2021-04-22,2021-04-22,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1448.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003380,1,C_877858,P_174951,2021-08-07,2021-08-08,2021-08-08,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1452.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003381,1,C_877858,P_817472,2022-04-26,2022-04-28,2022-04-28,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1454.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003382,1,C_877858,P_615273,2020-11-29,2020-11-29,2020-11-29,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1457.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003383,1,C_877858,P_150094,2020-03-03,2020-03-05,2020-03-05,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1458.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003383,2,C_877858,P_150094,2020-03-03,2020-03-05,2020-03-10,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1458. اطلاعات تکمیلی ثبت شد.,بازدید فنی,اصلاح,CRM_ACTIVITIES,REP-005
INT-0003384,1,C_877858,P_379855,2020-06-25,2020-06-25,2020-06-25,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1463.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003385,1,C_877858,P_337281,2021-03-16,2021-03-17,2021-03-17,وصول مطالبات,مشتری برنامه تسویه مرحله,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003386,1,C_877858,P_RARE_Product_Family_04,2020-11-13,2020-11-15,2020-11-15,پیگیری سفارش,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003386,2,C_877858,P_RARE_Product_Family_04,2020-11-13,2020-11-15,2020-11-22,پیگیری سفارش,زمان,ارسال نمونه,اصلاح,CRM_ACTIVITIES,REP-005
INT-0003387,1,C_877858,,2021-05-19,2021-05-19,2021-05-19,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1471.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003388,1,C_878590,P_978590,2020-10-15,2020-10-17,2020-10-17,پیگیری سفارش,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003389,1,C_878590,,2021-11-14,2021-11-14,2021-11-14,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1455.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003390,1,C_878590,P_656451,2021-07-25,2021-07-27,2021-07-27,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1457. اطلاعات تکمیلی در نسخه دوم ثبت شد.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003391,1,C_878590,P_978590,2021-12-07,2021-12-08,2021-12-08,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1460.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003392,1,C_878590,P_925286,2021-08-28,2021-08-28,2021-08-28,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1464.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003393,1,C_878590,,2020-05-06,2020-05-08,2020-05-08,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1467.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003394,1,C_878590,,2020-07-17,2020-07-18,2020-07-18,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1470.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003395,1,C_878777,P_145878,2020-12-01,2020-12-01,2020-12-01,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1463.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
